id,central_requirement,foreign_id_grades
434,Eleven för till viss del underbyggda resonemang om informationens och källornas trovärdighet och relevans.,3
435,Eleven för utifrån givna exempel enkla resonemang om några aspekter av språk och språkbruk i Sverige och Norden.-I årskurs 7–9,3
436,"Eleven läser meningar i enkla, bekanta och elevnära texter genom att använda ljudningsstrategi och helordsläsning på ett delvis fungerande sätt-Kriterier för bedömning av godtagbara kunskaper i läsförståelse i slutet av årskurs 1",62
437,Eleven återger och kommenterar någon del av innehållet och visar begynnande läsförståelse-Kriterier för bedömning av godtagbara kunskaper i läsförståelse i slutet av årskurs 1,62
438,Med stöd av bilder eller frågor uppmärksammar eleven när det uppstår problem med läsningen av ord eller med förståelse av sammanhanget och prövar då att läsa om och korrigera sig själv-Kriterier för bedömning av godtagbara kunskaper i läsförståelse i slutet av årskurs 1,62
439,I samtal om texter som eleven lyssnat till för eleven enkla resonemang om texternas tydligt framträdande innehåll och jämför detta med egna erfarenheter.-Kriterier för bedömning av godtagbara kunskaper i läsförståelse i slutet av årskurs 1,62
440,Eleven visar ett grundläggande ordförråd i samtal om elevnära frågor och ämnen,1
441,"I samtalen ställer eleven frågor, ger kommentarer och framför egna åsikter",1
442,När eleven berättar om vardagliga händelser beskriver eleven dem så att det huvudsakliga innehållet framgår,1
443,Dessutom ger och tar eleven enkla muntliga instruktioner,1
444,Eleven uppmärksammar när språkliga missförstånd uppstår och ber då om förtydliganden.,1
445,Eleven skriver enkla texter med läslig handstil och med digitala verktyg-I årskurs 1–3,1
446,"I texterna använder eleven stor bokstav, punkt och frågetecken samt kan stava ord som eleven själv ofta använder och som är vanligt förekommande i elevnära texter-I årskurs 1–3",1
447,De berättande texter eleven skriver har en enkel röd tråd och i huvudsak fungerande handling.,1
448,Eleven läser bekanta och elevnära texter med flyt genom att använda lässtrategier på ett i huvudsak fungerande sätt-I årskurs 1–3,1
449,Eleven kommenterar och återger delar av innehållet och visar grundläggande läsförståelse-I årskurs 1–3,1
450,Eleven för också enkla resonemang om tydligt framträdande budskap i texterna.-I årskurs 1–3,1
451,Eleven söker information ur någon anvisad källa och återger grundläggande delar av informationen i enkla faktatexter-I årskurs 1–3,1
452,Texterna innehåller egna formuleringar och grundläggande ämnesspecifika ord och begrepp som används så att innehållet blir begripligt.,1
453,"Dessutom förbereder och genomför eleven muntliga framställningar med i huvudsak fungerande inledning, innehåll och avslutning och viss anpassning till syfte och mottagare",2
454,Elevens muntliga kommunikation kan i olika grad innehålla andraspråksdrag beroende på den innehållsliga och tankemässiga komplexiteten.,2
455,Eleven följer grundläggande regler för språkriktighet på ett i huvudsak fungerande sätt,2
456,Elevens texter kan i olika grad innehålla andraspråksdrag beroende på den innehållsliga och tankemässiga komplexiteten.,2
457,Eleven läser skönlitteratur och sakprosatexter för barn och ungdomar med flyt och visar grundläggande läsförståelse-I årskurs 4–6,2
458,Dessutom sammanfattar eleven olika texter med viss säkerhet-I årskurs 4–6,2
459,Eleven för också enkla resonemang om tydligt framträdande budskap i olika texter.-I årskurs 4–6,2
460,Eleven söker och väljer med viss säkerhet information från ett avgränsat urval av källor och presenterar informationen med egna formuleringar och ämnesspecifika ord och begrepp-I årskurs 4–6,2
461,Eleven för enkla resonemang om informationens användbarhet.-I årskurs 4–6,2
462,Eleven framför åsikter med till viss del underbyggda argument-I årskurs 7–9,3
463,"Dessutom förbereder och genomför eleven muntliga framställningar med i huvudsak fungerande struktur och innehåll och viss anpassning till syfte, mottagare och sammanhang",3
464,Elevens muntliga kommunikation kan i olika grad innehålla andraspråksdrag beroende på den innehållsliga och tankemässiga komplexiteten.-I årskurs 7–9,3
465,Eleven följer språkliga normer på ett i huvudsak fungerande sätt,3
466,Elevens texter kan i olika grad innehålla andraspråksdrag beroende på den innehållsliga och tankemässiga komplexiteten.-I årskurs 7–9,3
467,Eleven läser skönlitteratur och sakprosatexter med flyt och visar grundläggande läsförståelse-I årskurs 7–9,3
468,Eleven för enkla resonemang om innehållet i olika texter-I årskurs 7–9,3
469,Eleven visar också grundläggande kunskaper om skönlitteratur och de sammanhang som olika verk har tillkommit i.-I årskurs 7–9,3
470,"Eleven söker och väljer med viss säkerhet information från olika källor och presenterar informationen på ett i huvudsak fungerande sätt, med egna formuleringar, ämnesrelaterat språk samt citat och källhänvisningar-I årskurs 7–9",3
471,Eleven för till viss del underbyggda resonemang om informationens och källornas trovärdighet och relevans,3
472,"Eleven förstår vanliga, enkla tecken och fraser i tydligt och enkelt teckenspråk i långsamt tempo om välbekanta ämnen.",11
473,I framställningar av olika slag formulerar sig eleven mycket enkelt och i huvudsak begripligt med enstaka vanliga tecken och fraser.,11
474,I interaktion uttrycker sig eleven mycket enkelt och i huvudsak begripligt med enstaka vanliga tecken och fraser,11
475,"Dessutom använder eleven strategier som i någon mån underlättar interaktionen.-Betygskriterier för slutet av årskurs 6, inom ramen för elevens val",11
476,"Eleven kommenterar på ett mycket enkelt sätt, på teckenspråk, förhållanden i olika sammanhang där teckenspråk används.",11
477,"Eleven förstår enkel bokstavering, vanliga tecken och enkla fraser i tydligt och enkelt teckenspråk i långsamt tempo om vardagliga och välbekanta ämnen",12
478,"Eleven hittar enkel information i anvisade teckenspråkiga källor, samt använder på ett delvis relevant sätt det valda materialet i sin egen produktion och interaktion.",12
479,"I framställningar av olika slag formulerar sig eleven enkelt och begripligt med bokstavering, enstaka tecken och fraser.",12
480,"I interaktion uttrycker sig eleven enkelt och begripligt med bokstavering, enstaka tecken och fraser",12
481,"Eleven kommenterar på ett mycket enkelt sätt, på teckenspråk, förhållanden i olika sammanhang där teckenspråk används.-Betygskriterier för slutet av årskurs 9, inom ramen för elevens val",12
482,"Eleven förstår vanliga, enkla tecken och fraser i tydligt och enkelt teckenspråk i långsamt tempo om välbekanta ämnen.-Betygskriterier för slutet av årskurs 6, inom ramen för språkval",13
483,"I framställningar av olika slag formulerar sig eleven mycket enkelt och i huvudsak begripligt med enstaka vanliga tecken och fraser.-Betygskriterier för slutet av årskurs 6, inom ramen för språkval",13
484,"I interaktion uttrycker sig eleven mycket enkelt och i huvudsak begripligt med enstaka vanliga tecken och fraser-Betygskriterier för slutet av årskurs 6, inom ramen för språkval",13
485,"Eleven kommenterar på ett mycket enkelt sätt, på teckenspråk, förhållanden i olika sammanhang där teckenspråk används.-Betygskriterier för slutet av årskurs 6, inom ramen för språkval",13
486,Eleven förstår och tolkar det mest väsentliga av innehållet i tydligt och enkelt teckenspråk i lugnt tempo om vardagliga och välbekanta ämnen,14
487,Eleven väljer enkel information från ett avgränsat urval av teckenspråkiga källor samt använder på ett delvis relevant sätt det valda materialet i sin egen produktion och interaktion.,14
488,I framställningar av olika slag formulerar sig eleven enkelt och begripligt med fraser och meningar.,14
489,"I interaktion uttrycker sig eleven enkelt och begripligt med tecken, fraser och meningar",14
490,"Eleven kommenterar på ett enkelt sätt, på teckenspråk, förhållanden i olika sammanhang där teckenspråk används.",14
491,Eleven ger exempel på tekniska lösningar och beskriver på ett enkelt sätt några av deras för- och nackdelar för individ och miljö samt hur de har förändrats över tid.,2
492,Eleven undersöker tekniska lösningar och beskriver på ett enkelt sätt hur några delar samverkar för att uppnå ändamålsenlighet och funktion.,2
493,Eleven genomför enkla teknikutvecklings- och konstruktionsarbeten på ett delvis genomarbetat sätt,2
494,I arbetet bidrar eleven till att formulera och välja handlingsalternativ,2
495,Eleven gör dokumentationer där intentionen i lösningen till viss del är synliggjord.,2
496,"Eleven för enkla resonemang om val av tekniska lösningar och deras konsekvenser för individ, samhälle och miljö",3
497,Eleven beskriver på ett enkelt sätt hur några tekniska lösningar har förändrats över tid och orsaker till förändringarna.,3
498,Eleven undersöker olika tekniska lösningar och förklarar på ett enkelt sätt hur ingående delar samverkar för att uppnå ändamålsenlighet och funktion.,3
499,Eleven genomför teknikutvecklings- och konstruktionsarbeten på ett delvis genomarbetat sätt,3
500,I arbetet prövar eleven idéer till lösningar och bidrar till att formulera och välja handlingsalternativ,3
501,Eleven gör dokumentationer där intentionen i lösningen till viss del är synliggjord.-I årskurs 7–9,3
502,Eleven kan utföra rörelsevokabulär i den klassiska balettens och den moderna nutida dansens formspråk,2
503,I en av dessa genrer utför eleven rörelsevokabulär med viss säkerhet,2
504,I den andra genren utför eleven rörelsevokabulär på ett i huvudsak fungerande sätt.,2
505,"Eleven utför på ett i huvudsak fungerande sätt variationer i rörelsekvaliteter, rörelseflöde och dynamik",2
506,Eleven anpassar med viss säkerhet danstekniken till den egna kroppen i förhållande till rummet och andra medverkande samt följer och anpassar till viss del danstekniken till olika musikaliska aspekter,2
507,Eleven kan förhålla sig konstnärligt till dansteknik och visar det genom att med viss säkerhet anpassa sina rörelser till genrens formspråk och stilkrav.,2
508,Eleven kan på ett i huvudsak fungerande sätt utföra rörelsevokabulär i andra dansgenrers formspråk.,2
509,Eleven improviserar genom att med viss säkerhet associera och skapa rörelser utifrån olika instruktioner,2
510,Eleven kan med viss säkerhet tolka och memorera enkelt danstekniskt och koreografiskt rörelsematerial,2
511,Eleven framför koreografier med i huvudsak fungerande scenisk närvaro och relevant uttryck.,2
512,"Eleven kan med viss säkerhet tillämpa träningsprocessens delar och de koder och konventioner som används vid dansteknisk träning, samt vid repetitionsprocessen",2
513,Eleven fokuserar i nuet med viss säkerhet och visar det genom att på ett i huvudsak fungerande sätt vara uppmärksam på de uppgifter som ska utföras,2
514,Eleven kan med viss anpassning interagera och samspela med andra elever utifrån olika former av instruktioner.,2
515,Eleven genomför på ett i huvudsak fungerande sätt en bredd av träningsaktiviteter som utvecklar den kroppsliga förmågan,2
516,Eleven kan föra enkla resonemang om träningsprocessen och de danstekniska resultaten och kan med viss säkerhet utveckla de danstekniska färdigheterna,2
517,Eleven kan beskriva någon faktor som påverkar kropp och träning och ger exempel på enkelt identifierbara samband mellan denna faktor och dansteknikträningen.,2
518,Eleven kan med viss säkerhet använda grundläggande begrepp och uttryck för ämnesområdet.,2
519,Eleven kan utföra rörelsevokabulär i den klassiska balettens och den moderna nutida dansens formspråk-I årskurs 7–9,3
520,I en av dessa genrer utför eleven rörelsevokabulär med viss säkerhet-I årskurs 7–9,3
521,I den andra genren utför eleven rörelsevokabulär på ett i huvudsak fungerande sätt.-I årskurs 7–9,3
522,"Eleven utför på ett i huvudsak fungerande sätt variationer i rörelsekvaliteter, rörelseflöde och dynamik-I årskurs 7–9",3
523,Eleven anpassar med viss säkerhet danstekniken till den egna kroppen i förhållande till rummet och andra medverkande samt följer och anpassar till viss del danstekniken till olika musikaliska aspekter-I årskurs 7–9,3
524,Eleven kan förhålla sig konstnärligt till dansteknik och visar det genom att med viss säkerhet anpassa sina rörelser till genrens formspråk och stilkrav.-I årskurs 7–9,3
525,Eleven kan på ett i huvudsak fungerande sätt utföra rörelsevokabulär i andra dansgenrers formspråk.-I årskurs 7–9,3
526,Eleven improviserar genom att med viss säkerhet associera och skapa rörelser utifrån olika instruktioner-I årskurs 7–9,3
527,Eleven kan med viss säkerhet tolka och memorera danstekniskt och koreografiskt rörelsematerial,3
528,Eleven framför med tillfredställande resultat koreografier med scenisk närvaro och relevant uttryck.,3
529,"Eleven kan med viss säkerhet tillämpa träningsprocessens delar och de koder och konventioner som används vid dansteknisk träning, samt vid repetitionsprocessen och sceniska produktioner",3
530,Eleven fokuserar i nuet med viss säkerhet och visar det genom att på ett i huvudsak fungerande sätt vara uppmärksam på de uppgifter som ska utföras under träningsprocessen och på scenen,3
531,Eleven kan med viss anpassning interagera och samspela med andra elever utifrån olika former av instruktioner,3
532,Eleven kan med viss säkerhet tillämpa och bearbeta feedback och visar det genom att till viss del korrigera och anpassa aktiviteten till syftet och sammanhanget.,3
533,Eleven genomför på ett i huvudsak fungerande sätt en bredd av träningsaktiviteter som utvecklar den kroppsliga förmågan-I årskurs 7–9,3
534,Eleven kan föra enkla resonemang om träningsprocessen och de danstekniska resultaten och kan med viss säkerhet utveckla och förfina de danstekniska färdigheterna,3
535,Eleven kan beskriva någon faktor som påverkar kropp och träning och förklarar enkelt identifierbara samband mellan denna faktor och dansteknikträningen.,3
536,Eleven kan med viss säkerhet kommunicera med andra inom yrkesområdet och använder då grundläggande begrepp och uttryck för ämnesområdet.,3
537,Eleven visar grundläggande kunskaper om tolkningar och praktiker inom judiska religiösa traditioner och sekulära förhållningssätt,3
538,Eleven för enkla resonemang om likheter och skillnader mellan olika inriktningar och förhållningssätt.,3
539,Eleven visar grundläggande kunskaper om det judiska folkets historia,3
540,Eleven för enkla resonemang om orsaker till och konsekvenser av samhällsförändringar och av människors levnadsvillkor och handlingar under olika tidsperioder,3
541,Eleven för också enkla resonemang om hur myter och historia brukas för olika syften.,3
542,Eleven för enkla resonemang om hur kulturer och identiteter har utvecklats och utvecklas inom judiska gemenskaper och genom judars möten med olika samhällen.,3
543,Eleven för enkla resonemang om olika samhällsfrågor som är relevanta för ämnet,3
544,Eleven ställer frågor till historiska och nutida källor och för enkla resonemang om vad källorna kan berätta samt om källornas relevans och trovärdighet.,3
